iter	Logloss
543	0.01188458595
544	0.01184586779
545	0.01179378535
546	0.01175614352
547	0.01173048079
548	0.01170557961
549	0.0116794032
550	0.01162907901
551	0.01159306777
552	0.01156427169
553	0.01152185542
554	0.01148183857
555	0.01147454488
556	0.01144858646
557	0.01141546779
558	0.01140739414
559	0.01137664764
560	0.01131274171
561	0.01130377425
562	0.0112960369
563	0.01126943715
564	0.01124290959
565	0.01120952957
566	0.01119209997
567	0.01116028034
568	0.01113821146
569	0.01109659848
570	0.01106229574
571	0.01105234101
572	0.01104081176
573	0.01103275043
574	0.01100491698
575	0.01097960605
576	0.01094660081
577	0.0109288794
578	0.01090229691
579	0.01087476028
580	0.01084427296
581	0.01083717922
582	0.01080874162
583	0.01080166063
584	0.01077287967
585	0.01075404814
586	0.0107449222
587	0.01073808015
588	0.01073110856
589	0.01069130767
590	0.01067972449
591	0.01065063187
592	0.01063996902
593	0.01062051793
594	0.01059455618
595	0.01057655543
596	0.01054847038
597	0.01054290829
598	0.01051542618
599	0.01049770584
600	0.01048074867
601	0.01046104354
602	0.010454454
603	0.01043482059
604	0.0104152404
605	0.01040072207
606	0.01038070972
607	0.01036648557
608	0.01033606819
609	0.01031527697
610	0.01029984264
611	0.01028065565
612	0.01026772825
613	0.01024879351
614	0.01022883997
615	0.01022150223
616	0.01021222507
617	0.01019071974
618	0.01016707817
619	0.01015068485
620	0.01012854373
621	0.01010061942
622	0.01009657206
623	0.01006546077
624	0.01005707702
625	0.01004489358
626	0.01001982046
627	0.009985892391
628	0.009967840884
629	0.009960411018
630	0.009940773673
631	0.009918511132
632	0.009898474066
633	0.009881018977
634	0.00984745652
635	0.009825120538
636	0.009802535389
637	0.009796757599
638	0.009763200612
639	0.009752110174
640	0.009718526966
641	0.009703134621
642	0.009692683258
643	0.00967528355
644	0.009666847306
645	0.009655076835
646	0.009641188805
647	0.009622898527
648	0.009598583003
649	0.009572686237
650	0.009562635602
651	0.009539047696
652	0.009520895806
653	0.009498471493
654	0.009478512934
655	0.00946284817
656	0.00945183594
657	0.009434148906
658	0.009414279213
659	0.009396955382
660	0.009379795348
661	0.009361897546
662	0.009351023322
663	0.00933625832
664	0.009300384077
665	0.009281279853
666	0.00926335454
667	0.009236983974
668	0.009219029513
669	0.009189694037
670	0.009164175488
671	0.009143303521
672	0.009124707498
673	0.009104552521
674	0.009079740217
675	0.009055084936
676	0.009027053918
677	0.009007383369
678	0.00898216214
679	0.008965909373
680	0.008957247637
681	0.008927089283
682	0.008918426305
683	0.008901933169
684	0.008889435312
685	0.008870414042
686	0.008838404056
687	0.008824214632
688	0.008808520777
689	0.008791347657
690	0.008783890646
691	0.008770633311
692	0.008761279553
693	0.00875308416
694	0.00873978838
695	0.008718073614
696	0.008687240961
697	0.008681835309
698	0.008659948115
699	0.008615492822
700	0.008605711522
701	0.008590397015
702	0.008577153703
703	0.008572958035
704	0.008560458711
705	0.008538430536
706	0.008531576771
707	0.008520192189
708	0.008507991241
709	0.008488866234
710	0.008448450587
711	0.008432465635
712	0.008417386584
713	0.008408806554
714	0.008405012793
715	0.008385925968
716	0.008367845413
717	0.008356474603
718	0.008351564598
719	0.008339474693
720	0.008326082972
721	0.00831253798
722	0.008303165086
723	0.0082761056
724	0.00826534039
725	0.008261696095
726	0.008250369913
727	0.008243850839
728	0.008234075395
729	0.00823081873
730	0.008222641696
731	0.0082004767
732	0.008183272449
733	0.00817629276
734	0.008162578178
735	0.008156350304
736	0.008131393946
737	0.008093452284
738	0.008072197656
739	0.008067841431
740	0.008055050387
741	0.008031129663
742	0.008016976542
743	0.008010717798
744	0.008003084202
745	0.008000239495
746	0.007987169548
747	0.007966013266
748	0.007959841459
749	0.007955778433
750	0.007942198974
751	0.00792313779
752	0.007896541811
753	0.007878933665
754	0.00786783959
755	0.007844624879
756	0.007822136408
757	0.007815429718
758	0.00781089474
759	0.007803111973
760	0.007795065827
761	0.007782415064
762	0.007769528467
763	0.007763627368
764	0.007752608288
765	0.007717617186
766	0.007713387946
767	0.007680643752
768	0.007666231713
769	0.007656215761
770	0.007632484821
771	0.007626825179
772	0.007612302261
773	0.007598959588
774	0.007598957339
775	0.007586672098
776	0.007580525355
777	0.007566452071
778	0.007547246945
779	0.007538501576
780	0.007532662669
781	0.007514635091
782	0.007498430902
783	0.007492732273
784	0.007489931333
785	0.007483173172
786	0.007475312602
787	0.007465893647
788	0.00744453176
789	0.007422234632
790	0.007397905757
791	0.007365088598
792	0.007330199963
793	0.007326131121
794	0.007305963774
795	0.007294412371
796	0.007290952625
797	0.007282801216
798	0.00727219115
799	0.007261565431
800	0.007248382
801	0.007237333802
802	0.007231928781
803	0.007212610299
804	0.007209009311
805	0.00719728415
806	0.007190936955
807	0.007184262107
808	0.007172383305
809	0.007172382067
810	0.007159710922
811	0.007154470931
812	0.007148857718
813	0.007138495907
814	0.007117701814
815	0.007099818505
816	0.0070944604
817	0.007084446057
818	0.007054507953
819	0.007040460628
820	0.007026135114
821	0.007021390805
822	0.007010764905
823	0.006995380197
824	0.006977156773
825	0.006968016828
826	0.006957082727
827	0.006938172574
828	0.006929504519
829	0.006925106153
830	0.006907553902
831	0.006892051462
832	0.006880368116
833	0.006849747364
834	0.006845476106
835	0.006830766243
836	0.006818208918
837	0.006809498767
838	0.006787715846
839	0.006782060701
840	0.006764014675
841	0.006756929655
842	0.006728979579
843	0.006719652463
844	0.00669869402
845	0.006687381873
846	0.006676730368
847	0.006672245128
848	0.006672240212
849	0.006661184292
850	0.006649391228
851	0.006639469748
852	0.006620207219
853	0.006615565725
854	0.00660014668
855	0.006571683599
856	0.006561472573
857	0.006556349841
858	0.006536458227
859	0.00652366964
860	0.006516292085
861	0.006496204591
862	0.006477291071
863	0.006467991827
864	0.006457139097
865	0.006448557677
866	0.00643845202
867	0.00642776544
868	0.006402183267
869	0.006399768686
870	0.006385209107
871	0.006368647298
872	0.006363648292
873	0.006354711203
874	0.006351132583
875	0.006351132583
876	0.006347284068
877	0.006337385344
878	0.006329944366
879	0.006320760892
880	0.006311415821
881	0.006294929755
882	0.006291114051
883	0.006288531783
884	0.006279454597
885	0.006271383858
886	0.006252858662
887	0.006247031436
888	0.006233746678
889	0.006220238044
890	0.006208433697
891	0.006197110653
892	0.006190144176
893	0.006177213034
894	0.006166641483
895	0.006153398751
896	0.006149323039
897	0.006137635304
898	0.006127932965
899	0.006118095765
900	0.006100996847
901	0.00609069975
902	0.006086688742
903	0.00607611878
904	0.006068866596
905	0.006065298133
906	0.006055795958
907	0.006041735128
908	0.006034203065
909	0.006021170606
910	0.006017489705
911	0.006002777379
912	0.005990042514
913	0.005984222729
914	0.005958527514
915	0.005947699422
916	0.005943078061
917	0.005931888887
918	0.005931888887
919	0.005923130246
920	0.005917901443
921	0.005893766041
922	0.005893766041
923	0.005893764032
924	0.005883908786
925	0.005883902629
926	0.005881819045
927	0.005873345547
928	0.005866832513
929	0.005853535946
930	0.005853535946
931	0.00584053907
932	0.005834768424
933	0.005826692713
934	0.005823108743
935	0.005815233322
936	0.005808730218
937	0.005789600387
938	0.005781165587
939	0.005777460616
940	0.00577003982
941	0.00576660264
942	0.005756243239
943	0.005752758215
944	0.00574918355
945	0.005741059278
946	0.005727441179
947	0.005722356233
948	0.00572234899
949	0.005714313953
950	0.005714313953
951	0.005702255946
952	0.005702255048
953	0.005687828904
954	0.005687820784
955	0.005680036832
956	0.005680033172
957	0.005676623319
958	0.00567040602
959	0.005667376809
960	0.005660445831
961	0.005660442227
962	0.005656681519
963	0.005643663383
964	0.00563756427
965	0.00562600045
966	0.005608150707
967	0.00559976325
968	0.005592644735
969	0.005588097149
970	0.005584460111
971	0.005568234091
972	0.005557840177
973	0.005545659881
974	0.005539828083
975	0.005535584022
976	0.005527159144
977	0.005517270933
978	0.005514408654
979	0.005508226306
980	0.005491529075
981	0.005482466289
982	0.00547601867
983	0.005470415333
984	0.005470408529
985	0.005463617163
986	0.00546361631
987	0.005463608466
988	0.005461883635
989	0.005458375445
990	0.0054583746
991	0.005452929645
992	0.005449447111
993	0.005435365404
994	0.005412667064
995	0.005407836804
996	0.005404273775
997	0.005398270082
998	0.00538150594
999	0.005378041162
